                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20200731"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                            model_number                                 star_age                                star_mass                                   log_dt                                 log_Teff                              effective_T                               luminosity                                    log_L                                    log_R                                   radius                    surface_optical_depth                                 center_T                               center_Rho                                 center_P 
                                     340                  5.2093850287592822E-002                  6.5857983029049690E-004                 -1.3080113271110555E+001                 -5.1444327648731074E-002                  8.8829183944160761E-001                  9.8044057610439339E-018                 -1.7008578723517896E+001                 -8.7814187000885857E-001                  1.3239089861556619E-001                  7.1384993377218677E+000                  2.9874989731766153E+004                  1.7278655655797386E+000                  8.7807602501086797E+012 
                                     345                  5.2093850287886198E-002                  6.5857983029049690E-004                 -1.3344745717520953E+001                 -1.1847185794695718E-001                  7.6125146610044381E-001                  5.2882399813138479E-018                 -1.7276688844710858E+001                 -8.7814187000888788E-001                  1.3239089861555725E-001                  7.1384993377189190E+000                  2.9874979069622732E+004                  1.7278656402887496E+000                  8.7807602501503574E+012 
                                     350                  5.2093850288042663E-002                  6.5857983029049690E-004                 -1.3620835158470063E+001                 -1.9164148525285171E-001                  6.4321848195820108E-001                  2.6954584774298239E-018                 -1.7569367353934396E+001                 -8.7814187000886779E-001                  1.3239089861556338E-001                  7.1384993377186330E+000                  2.9874968407617271E+004                  1.7278657149968852E+000                  8.7807602501921592E+012 
                                     355                  5.2093850288124723E-002                  6.5857983029049690E-004                 -1.3897529394372288E+001                 -2.5709147961265627E-001                  5.5323356404921264E-001                  1.4751380608525177E-018                 -1.7831167331373621E+001                 -8.7814187000887090E-001                  1.3239089861556244E-001                  7.1384993377179251E+000                  2.9874957745751948E+004                  1.7278657897042218E+000                  8.7807602502351152E+012 
                                     360                  5.2093850288183571E-002                  6.5857983029049690E-004                 -1.3944122156372844E+001                 -3.7403878935989127E-001                  4.2263086496523156E-001                  5.0239282651200043E-019                 -1.8298956570362609E+001                 -8.7814187000889554E-001                  1.3239089861555492E-001                  7.1384993377167891E+000                  2.9874947084024909E+004                  1.7278658644106302E+000                  8.7807602502776973E+012 
                                     365                  5.2093850288214151E-002                  6.5857983029049690E-004                 -1.4428672221413125E+001                 -6.3479619791262643E-001                  2.3184823927791171E-001                  4.5500251314061704E-020                 -1.9341986204573463E+001                 -8.7814187000885091E-001                  1.3239089861556855E-001                  7.1384993377179953E+000                  2.9874936422434770E+004                  1.7278659391159390E+000                  8.7807602503183447E+012 
                                     365                  5.2093850288211466E-002                  6.5857983029049690E-004                 -1.4982921674928154E+001                 -5.2493905453170520E-001                  2.9858015934072307E-001                  1.2515331830627252E-019                 -1.8902557631049778E+001                 -8.7814187000885091E-001                  1.3239089861556855E-001                  7.1384993377180184E+000                  2.9874936422434770E+004                  1.7278659391159390E+000                  8.7807602503183447E+012 
                                     370                  5.2093850288214262E-002                  6.5857983029049690E-004                 -1.5467471739968435E+001                 -5.8219293217233170E-001                  2.6170201577282692E-001                  7.3862985632851353E-020                 -1.9131573141612389E+001                 -8.7814187000890320E-001                  1.3239089861555259E-001                  7.1384993377163584E+000                  2.9874925760985458E+004                  1.7278660138205233E+000                  8.7807602503607393E+012 
                                     375                  5.2093850288215185E-002                  6.5857983029049690E-004                 -1.5952021805008718E+001                 -5.2425554405326591E-001                  2.9905044703075212E-001                  1.2594368924623261E-019                 -1.8899823589136112E+001                 -8.7814187000889710E-001                  1.3239089861555445E-001                  7.1384993377164960E+000                  2.9874915099673948E+004                  1.7278660885241697E+000                  8.7807602504027598E+012 
                                     380                  5.2093850288215483E-002                  6.5857983029049690E-004                 -1.6436571870048997E+001                 -5.5944809038695731E-001                  2.7577310540404576E-001                  9.1076477533404634E-020                 -1.9040593774470899E+001                 -8.7814187000890798E-001                  1.3239089861555114E-001                  7.1384993377162056E+000                  2.9874904438501198E+004                  1.7278661632268992E+000                  8.7807602504445928E+012 
                                     385                  5.2093850288215587E-002                  6.5857983029049690E-004                 -1.6921121935089282E+001                 -5.0127637405744174E-001                  3.1529974966966628E-001                  1.5562991879587181E-019                 -1.8807906909152820E+001                 -8.7814187000890020E-001                  1.3239089861555350E-001                  7.1384993377163948E+000                  2.9874893777467205E+004                  1.7278662379287584E+000                  8.7807602504868008E+012 
                                     390                  5.2093850288215629E-002                  6.5857983029049690E-004                 -1.7405672000129563E+001                 -5.8655370205320145E-001                  2.5908740307821915E-001                  7.0955126534159741E-020                 -1.9149016221135824E+001                 -8.7814187000888166E-001                  1.3239089861555917E-001                  7.1384993377170680E+000                  2.9874883116572444E+004                  1.7278663126297011E+000                  8.7807602505288525E+012 
                                     395                  5.2093850288215629E-002                  6.5857983029049690E-004                 -1.7890222065169844E+001                 -4.8114513652209212E-001                  3.3025915355294155E-001                  1.8733461882353738E-019                 -1.8727381959011524E+001                 -8.7814187000895116E-001                  1.3239089861553799E-001                  7.1384993377147232E+000                  2.9874872455816603E+004                  1.7278663873298454E+000                  8.7807602505718711E+012 
                                     400                  5.2093850288215629E-002                  6.5857983029049690E-004                 -1.8374772130210125E+001                 -5.7745443379988393E-001                  2.6457302703227054E-001                  7.7157980463570014E-020                 -1.9112619148122576E+001                 -8.7814187000889243E-001                  1.3239089861555586E-001                  7.1384993377167136E+000                  2.9874861795198140E+004                  1.7278664620289164E+000                  8.7807602506131738E+012 
                                     405                  5.2093850288215629E-002                  6.5857983029049690E-004                 -1.8859322195250407E+001                 -5.1105351862114168E-001                  3.0828080287719972E-001                  1.4222780662553080E-019                 -1.8847015487407585E+001                 -8.7814187000888166E-001                  1.3239089861555917E-001                  7.1384993377170050E+000                  2.9874851134718752E+004                  1.7278665367271415E+000                  8.7807602506550693E+012 
                                     410                  5.2093850288215629E-002                  6.5857983029049690E-004                 -1.9343872260290691E+001                 -5.7118796865512467E-001                  2.6841824429458228E-001                  8.1742273475354693E-020                 -1.9087553287543550E+001                 -8.7814187000889865E-001                  1.3239089861555398E-001                  7.1384993377165102E+000                  2.9874840474377004E+004                  1.7278666114244265E+000                  8.7807602506965283E+012 
                                     415                  5.2093850288215629E-002                  6.5857983029049690E-004                 -1.9828422325330973E+001                 -5.0796266977277993E-001                  3.1048264551982935E-001                  1.4633489759629871E-019                 -1.8834652092014146E+001                 -8.7814187000888644E-001                  1.3239089861555772E-001                  7.1384993377168522E+000                  2.9874829814174969E+004                  1.7278666861208769E+000                  8.7807602507386426E+012 
                                     420                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.0312972390371254E+001                 -5.5891740145832891E-001                  2.7611029409255944E-001                  9.1522733199200923E-020                 -1.9038471018756397E+001                 -8.7814187000891419E-001                  1.3239089861554926E-001                  7.1384993377160004E+000                  2.9874819154111374E+004                  1.7278667608163820E+000                  8.7807602507803818E+012 
                                     425                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.0797522455411535E+001                 -4.8899602332240677E-001                  3.2434258722358839E-001                  1.7426673472038773E-019                 -1.8758785506212742E+001                 -8.7814187000893107E-001                  1.3239089861554409E-001                  7.1384993377153814E+000                  2.9874808494188128E+004                  1.7278668355111215E+000                  8.7807602508234004E+012 
                                     430                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.1282072520451820E+001                 -5.7645922665050198E-001                  2.6518000432011174E-001                  7.7868476981486244E-020                 -1.9108638319525049E+001                 -8.7814187000889399E-001                  1.3239089861555539E-001                  7.1384993377166630E+000                  2.9874797834400877E+004                  1.7278669102047579E+000                  8.7807602508644541E+012 
                                     435                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.1766622585492101E+001                 -5.0313995694730418E-001                  3.1394967878708491E-001                  1.5298144518122967E-019                 -1.8815361240712267E+001                 -8.7814187000889865E-001                  1.3239089861555398E-001                  7.1384993377164472E+000                  2.9874787174753175E+004                  1.7278669848975960E+000                  8.7807602509063809E+012 
                                     440                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.2251172650532382E+001                 -5.6450533774227807E-001                  2.7258042369372892E-001                  8.6931512546849238E-020                 -1.9060822763892187E+001                 -8.7814187000890953E-001                  1.3239089861555067E-001                  7.1384993377161550E+000                  2.9874776515245241E+004                  1.7278670595895993E+000                  8.7807602509491182E+012 
                                     445                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.2735722715572663E+001                 -5.0742681173860538E-001                  3.1086597367762686E-001                  1.4705890914116903E-019                 -1.8832508659877455E+001                 -8.7814187000888944E-001                  1.3239089861555681E-001                  7.1384993377167518E+000                  2.9874765855874524E+004                  1.7278671342805600E+000                  8.7807602509904209E+012 
                                     450                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.3220272780612945E+001                 -5.8633942309020670E-001                  2.5921526719010324E-001                  7.1095300584737764E-020                 -1.9148159105283849E+001                 -8.7814187000888322E-001                  1.3239089861555869E-001                  7.1384993377170183E+000                  2.9874755196642989E+004                  1.7278672089706755E+000                  8.7807602510322549E+012 
                                     455                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.3704822845653229E+001                 -5.0332641782902865E-001                  3.1381491592119071E-001                  1.5271894518320469E-019                 -1.8816107084239164E+001                 -8.7814187000889710E-001                  1.3239089861555445E-001                  7.1384993377164960E+000                  2.9874744537550898E+004                  1.7278672836599192E+000                  8.7807602510743994E+012 
                                     460                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.4189372910693510E+001                 -5.4839161568974815E-001                  2.8288399998619645E-001                  1.0083983451954316E-019                 -1.8996367875682104E+001                 -8.7814187000892951E-001                  1.3239089861554457E-001                  7.1384993377154951E+000                  2.9874733878598570E+004                  1.7278673583483710E+000                  8.7807602511176367E+012 
                                     465                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.4673922975733792E+001                 -5.0637708091742839E-001                  3.1161827495081296E-001                  1.4848762584412808E-019                 -1.8828309736592750E+001                 -8.7814187000889099E-001                  1.3239089861555633E-001                  7.1384993377167021E+000                  2.9874723219781601E+004                  1.7278674330356960E+000                  8.7807602511585967E+012 
                                     470                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.5158473040774073E+001                 -5.7351542010506029E-001                  2.6698359699729285E-001                  8.0008643388544890E-020                 -1.9096863093343291E+001                 -8.7814187000889710E-001                  1.3239089861555445E-001                  7.1384993377165600E+000                  2.9874712561105935E+004                  1.7278675077222347E+000                  8.7807602512008037E+012 
                                     475                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.5643023105814354E+001                 -5.0097216018911916E-001                  3.1552068768017855E-001                  1.5606659180530684E-019                 -1.8806690053679539E+001                 -8.7814187000890320E-001                  1.3239089861555259E-001                  7.1384993377162971E+000                  2.9874701902567962E+004                  1.7278675824078435E+000                  8.7807602512426367E+012 
                                     480                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.6127573170854639E+001                 -5.3784565935961115E-001                  2.8983734357707486E-001                  1.1112606845120708E-019                 -1.8954184050361590E+001                 -8.7814187000894650E-001                  1.3239089861553940E-001                  7.1384993377149373E+000                  2.9874691244170339E+004                  1.7278676570927001E+000                  8.7807602512859053E+012 
                                     485                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.6612123235894920E+001                 -4.9392133553556400E-001                  3.2068501338723809E-001                  1.6653796170737637E-019                 -1.8778486755065352E+001                 -8.7814187000892030E-001                  1.3239089861554740E-001                  7.1384993377157393E+000                  2.9874680585908496E+004                  1.7278677317764728E+000                  8.7807602513274268E+012 
                                     490                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.7096673300935201E+001                 -5.3295739827217226E-001                  2.9311807626971204E-001                  1.1624358464430335E-019                 -1.8934631006011852E+001                 -8.7814187000895416E-001                  1.3239089861553704E-001                  7.1384993377146841E+000                  2.9874669927786999E+004                  1.7278678064594499E+000                  8.7807602513698838E+012 
                                     495                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.7581223365975482E+001                 -4.8620938104394101E-001                  3.2643041635698627E-001                  1.7879734389868435E-019                 -1.8747638937098895E+001                 -8.7814187000893873E-001                  1.3239089861554176E-001                  7.1384993377151282E+000                  2.9874659269802505E+004                  1.7278678811413755E+000                  8.7807602514109062E+012 
                                     500                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.8065773431015767E+001                 -5.5368803845302039E-001                  2.7945504963876677E-001                  9.6038735501672097E-020                 -1.9017553566735181E+001                 -8.7814187000892341E-001                  1.3239089861554643E-001                  7.1384993377156967E+000                  2.9874648611957989E+004                  1.7278679558224992E+000                  8.7807602514528643E+012 
                                     505                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.8550323496056048E+001                 -4.8429672482789027E-001                  3.2787120376081824E-001                  1.8197498311933673E-019                 -1.8739988312234704E+001                 -8.7814187000894506E-001                  1.3239089861553985E-001                  7.1384993377149257E+000                  2.9874637954252012E+004                  1.7278680305027265E+000                  8.7807602514949463E+012 
                                     510                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.9034873561096330E+001                 -5.4373431435459152E-001                  2.8593392486860647E-001                  1.0525950653010244E-019                 -1.8977738670341502E+001                 -8.7814187000894028E-001                  1.3239089861554129E-001                  7.1384993377151424E+000                  2.9874629428186712E+004                  1.7278680902462284E+000                  8.7807602515282949E+012 
                                     515                  5.2093850288215629E-002                  6.5857983029049690E-004                 -2.9519423626136611E+001                 -4.8987193081950481E-001                  3.2368909559454107E-001                  1.7286650987280403E-019                 -1.8762289136201140E+001                 -8.7814187000893251E-001                  1.3239089861554365E-001                  7.1384993377153325E+000                  2.9874618770730260E+004                  1.7278681649248542E+000                  8.7807602515705020E+012 
                                     520                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.0003973691176892E+001                 -5.5229173884226934E-001                  2.8035497108985807E-001                  9.7281807610830969E-020                 -1.9011968368292187E+001                 -8.7814187000892796E-001                  1.3239089861554504E-001                  7.1384993377155457E+000                  2.9874608113412138E+004                  1.7278682396025511E+000                  8.7807602516124600E+012 
                                     525                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.0488523756217177E+001                 -4.8728607970087973E-001                  3.2562213559750020E-001                  1.7703301602041596E-019                 -1.8751945731726654E+001                 -8.7814187000894028E-001                  1.3239089861554129E-001                  7.1384993377150794E+000                  2.9874597456232343E+004                  1.7278683142792988E+000                  8.7807602516539814E+012 
                                     530                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.0973073821257458E+001                 -5.4844321771324678E-001                  2.8285039025768105E-001                  1.0079191953674138E-019                 -1.8996574283776113E+001                 -8.7814187000893573E-001                  1.3239089861554268E-001                  7.1384993377152917E+000                  2.9874586799192206E+004                  1.7278683889552739E+000                  8.7807602516967188E+012 
                                     535                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.1457623886297739E+001                 -4.9163059792815345E-001                  3.2238097325515963E-001                  1.7008898728995068E-019                 -1.8769323804635729E+001                 -8.7814187000893107E-001                  1.3239089861554409E-001                  7.1384993377153814E+000                  2.9874576142290185E+004                  1.7278684636303143E+000                  8.7807602517390518E+012 
                                     540                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.1942173951338020E+001                 -5.7111786125820296E-001                  2.6846157807879212E-001                  8.1795072567718592E-020                 -1.9087272857955877E+001                 -8.7814187000890642E-001                  1.3239089861555162E-001                  7.1384993377162544E+000                  2.9874565485526276E+004                  1.7278685383044106E+000                  8.7807602517810410E+012 
                                     545                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.2426724016378301E+001                 -4.7682443702270222E-001                  3.3356122720272013E-001                  1.9493994490502200E-019                 -1.8710099161014003E+001                 -8.7814187000896959E-001                  1.3239089861553235E-001                  7.1384993377141157E+000                  2.9874554828901018E+004                  1.7278686129776177E+000                  8.7807602518230615E+012 
                                     550                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.2911274081418583E+001                 -5.4072221738000004E-001                  2.8792394396135890E-001                  1.0822054520991709E-019                 -1.8965690282443152E+001                 -8.7814187000894806E-001                  1.3239089861553893E-001                  7.1384993377148867E+000                  2.9874544172414728E+004                  1.7278686876499256E+000                  8.7807602518651123E+012 
                                     555                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.3395824146458864E+001                 -4.8648152128948446E-001                  3.2622593062194755E-001                  1.7834974877298185E-019                 -1.8748727498081074E+001                 -8.7814187000894184E-001                  1.3239089861554082E-001                  7.1384993377150288E+000                  2.9874533516066549E+004                  1.7278687623212867E+000                  8.7807602519067900E+012 
                                     560                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.3880374211499145E+001                 -5.4069011739075079E-001                  2.8794522605787226E-001                  1.0825254554206496E-019                 -1.8965561882486149E+001                 -8.7814187000894650E-001                  1.3239089861553940E-001                  7.1384993377149373E+000                  2.9874522859857232E+004                  1.7278688369917918E+000                  8.7807602519488418E+012 
                                     565                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.4364924276539426E+001                 -4.6831577059170010E-001                  3.4016077272537093E-001                  2.1083150294766895E-019                 -1.8676064495290039E+001                 -8.7814187000899280E-001                  1.3239089861552528E-001                  7.1384993377133537E+000                  2.9874512203785973E+004                  1.7278689116613770E+000                  8.7807602519906748E+012 
                                     570                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.4849474341579715E+001                 -5.6875294547594257E-001                  2.6992745160483039E-001                  8.3596251748525311E-020                 -1.9077813194826842E+001                 -8.7814187000890953E-001                  1.3239089861555067E-001                  7.1384993377161550E+000                  2.9874501547852462E+004                  1.7278689863299705E+000                  8.7807602520316660E+012 
                                     575                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.5334024406619996E+001                 -4.7097458502841938E-001                  3.3808462038461456E-001                  2.0573124154120213E-019                 -1.8686699753036901E+001                 -8.7814187000898514E-001                  1.3239089861552764E-001                  7.1384993377136059E+000                  2.9874490892060567E+004                  1.7278690609979417E+000                  8.7807602520753389E+012 
                                     580                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.5818574471660277E+001                 -5.2343336240269978E-001                  2.9961712859011702E-001                  1.2690102718878772E-019                 -1.8896534862534001E+001                 -8.7814187000897426E-001                  1.3239089861553094E-001                  7.1384993377140242E+000                  2.9874480236404877E+004                  1.7278691356647697E+000                  8.7807602521166426E+012 
                                     585                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.6303124536700558E+001                 -4.8254983621102443E-001                  3.2919267560961690E-001                  1.8492653923333880E-019                 -1.8733000757767254E+001                 -8.7814187000895116E-001                  1.3239089861553799E-001                  7.1384993377147232E+000                  2.9874469580888152E+004                  1.7278692103307440E+000                  8.7807602521583818E+012 
                                     590                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.6787674601740839E+001                 -5.3208942503025136E-001                  2.9370448264900040E-001                  1.1717659854415945E-019                 -1.8931159113044174E+001                 -8.7814187000895727E-001                  1.3239089861553610E-001                  7.1384993377145820E+000                  2.9874458925510178E+004                  1.7278692849958062E+000                  8.7807602522000586E+012 
                                     595                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.7272224666781121E+001                 -4.7533651652624526E-001                  3.3470598906018117E-001                  1.9762984087830485E-019                 -1.8704147479028173E+001                 -8.7814187000896959E-001                  1.3239089861553235E-001                  7.1384993377141157E+000                  2.9874448270271700E+004                  1.7278693596601242E+000                  8.7807602522432334E+012 
                                     600                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.7756774731821402E+001                 -5.1714276570456963E-001                  3.0398855592712903E-001                  1.3447065622308947E-019                 -1.8871372475741499E+001                 -8.7814187000898358E-001                  1.3239089861552811E-001                  7.1384993377137214E+000                  2.9874437615171388E+004                  1.7278694343234644E+000                  8.7807602522856279E+012 
                                     605                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.8241324796861683E+001                 -4.6985393497896405E-001                  3.3895813779164502E-001                  2.0786570718846610E-019                 -1.8682217152839080E+001                 -8.7814187000898514E-001                  1.3239089861552764E-001                  7.1384993377136059E+000                  2.9874426960207653E+004                  1.7278695089857390E+000                  8.7807602523263389E+012 
                                     610                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.8725874861901964E+001                 -5.3840609911070281E-001                  2.8946356124345274E-001                  1.1055393128072502E-019                 -1.8956425809365960E+001                 -8.7814187000894806E-001                  1.3239089861553893E-001                  7.1384993377148867E+000                  2.9874416305383995E+004                  1.7278695836472457E+000                  8.7807602523685146E+012 
                                     615                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.9210424926942245E+001                 -4.7158988754844317E-001                  3.3760596584461616E-001                  2.0456863008825755E-019                 -1.8689160963116986E+001                 -8.7814187000898059E-001                  1.3239089861552902E-001                  7.1384993377137587E+000                  2.9874405650698664E+004                  1.7278696583078201E+000                  8.7807602524102549E+012 
                                     620                  5.2093850288215629E-002                  6.5857983029049690E-004                 -3.9694974991982534E+001                 -5.1305972261559551E-001                  3.0685999765397765E-001                  1.3962387813270261E-019                 -1.8855040303385618E+001                 -8.7814187000899124E-001                  1.3239089861552575E-001                  7.1384993377134656E+000                  2.9874394996151976E+004                  1.7278697329675052E+000                  8.7807602524521191E+012 
                                     625                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.0179525057022815E+001                 -4.8731326595290442E-001                  3.2560175272656305E-001                  1.7698869345235938E-019                 -1.8752054476734749E+001                 -8.7814187000893873E-001                  1.3239089861554176E-001                  7.1384993377151282E+000                  2.9874384341743353E+004                  1.7278698076262815E+000                  8.7807602524938896E+012 
                                     630                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.0664075122063096E+001                 -5.2788988081229549E-001                  2.9655832439294755E-001                  1.2179769342943991E-019                 -1.8914360936172365E+001                 -8.7814187000896504E-001                  1.3239089861553374E-001                  7.1384993377143289E+000                  2.9874373687473955E+004                  1.7278698822841771E+000                  8.7807602525359102E+012 
                                     635                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.1148625187103377E+001                 -4.6796509353651550E-001                  3.4043555114370389E-001                  2.1151355901800746E-019                 -1.8674661787069301E+001                 -8.7814187000899280E-001                  1.3239089861552528E-001                  7.1384993377133537E+000                  2.9874363033343678E+004                  1.7278699569412423E+000                  8.7807602525785547E+012 
                                     640                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.1633175252143658E+001                 -5.1703211717459008E-001                  3.0406601528580340E-001                  1.3460776655072426E-019                 -1.8870929881621588E+001                 -8.7814187000898658E-001                  1.3239089861552716E-001                  7.1384993377136192E+000                  2.9874352379351676E+004                  1.7278700315973630E+000                  8.7807602526207305E+012 
                                     645                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.2117725317183940E+001                 -4.7486506645553261E-001                  3.3506952773831900E-001                  1.9848985809908839E-019                 -1.8702261678745330E+001                 -8.7814187000897281E-001                  1.3239089861553138E-001                  7.1384993377140109E+000                  2.9874341725496935E+004                  1.7278701062525021E+000                  8.7807602526621895E+012 
                                     650                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.2602275382224221E+001                 -5.1170614907784540E-001                  3.0781788576722841E-001                  1.4137544689587120E-019                 -1.8849626009234626E+001                 -8.7814187000899580E-001                  1.3239089861552436E-001                  7.1384993377133164E+000                  2.9874331071782752E+004                  1.7278701809068997E+000                  8.7807602527052080E+012 
                                     655                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.3086825447264502E+001                 -4.6414889421700356E-001                  3.4344018213043220E-001                  2.1908014021301383E-019                 -1.8659396989791276E+001                 -8.7814187000900357E-001                  1.3239089861552200E-001                  7.1384993377129975E+000                  2.9874320418204716E+004                  1.7278702555602186E+000                  8.7807602527463242E+012 
                                     660                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.3571375512304783E+001                 -5.0528137136835571E-001                  3.1240546940219965E-001                  1.4999372876922274E-019                 -1.8823926898396692E+001                 -8.7814187000900823E-001                  1.3239089861552059E-001                  7.1384993377129113E+000                  2.9874309764767182E+004                  1.7278703302127911E+000                  8.7807602527890615E+012 
                                     665                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.4055925577345072E+001                 -4.5824060034510450E-001                  3.4814438864509345E-001                  2.3133225200582419E-019                 -1.8635763814303715E+001                 -8.7814187000902211E-001                  1.3239089861551634E-001                  7.1384993377123891E+000                  2.9874299111466433E+004                  1.7278704048643085E+000                  8.7807602528303027E+012 
                                     670                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.4540475642385353E+001                 -4.8660269149485941E-001                  3.2613492474735700E-001                  1.7815081811996638E-019                 -1.8749212178902798E+001                 -8.7814187000905286E-001                  1.3239089861550696E-001                  7.1384993377114370E+000                  2.9874288458307248E+004                  1.7278704795151894E+000                  8.7807602528740693E+012 
                                     675                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.4672843189314271E+001                 -4.6867313881400197E-001                  3.3988097951074198E-001                  2.1013869545463371E-019                 -1.8677493968179245E+001                 -8.7814187000899124E-001                  1.3239089861552575E-001                  7.1384993377134025E+000                  2.9874277805283415E+004                  1.7278705541648927E+000                  8.7807602529151230E+012 
                                     680                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.5157393254354552E+001                 -5.1152647315324162E-001                  3.0794526225483060E-001                  1.4160959948298227E-019                 -1.8848907305536219E+001                 -8.7814187000899890E-001                  1.3239089861552342E-001                  7.1384993377132142E+000                  2.9874267152399920E+004                  1.7278706288138548E+000                  8.7807602529577988E+012 
                                     685                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.5641943319394834E+001                 -4.7532630910067325E-001                  3.3471385590345032E-001                  1.9764842169666511E-019                 -1.8704106649325897E+001                 -8.7814187000897426E-001                  1.3239089861553094E-001                  7.1384993377139629E+000                  2.9874256499651463E+004                  1.7278707034616414E+000                  8.7807602529976348E+012 
                                     690                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.6126493384435115E+001                 -5.1687650615511394E-001                  3.0417498397515308E-001                  1.3480082881953762E-019                 -1.8870307437543687E+001                 -8.7814187000898813E-001                  1.3239089861552669E-001                  7.1384993377135686E+000                  2.9874245847044993E+004                  1.7278707781088078E+000                  8.7807602530402793E+012 
                                     695                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.6611043449475396E+001                 -4.6455981971356658E-001                  3.4311537583622032E-001                  2.1825254077500474E-019                 -1.8661040691777526E+001                 -8.7814187000900357E-001                  1.3239089861552200E-001                  7.1384993377129975E+000                  2.9874235194576526E+004                  1.7278708527550273E+000                  8.7807602530825186E+012 
                                     700                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.7095593514515677E+001                 -4.9680394069690842E-001                  3.1856353306560986E-001                  1.6217459584122411E-019                 -1.8790017175710943E+001                 -8.7814187000902832E-001                  1.3239089861551445E-001                  7.1384993377122470E+000                  2.9874224542246968E+004                  1.7278709274003716E+000                  8.7807602531249131E+012 
                                     705                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.7580143579555958E+001                 -4.6329848086254766E-001                  3.4411334808294941E-001                  2.2080284435774984E-019                 -1.8655995336373458E+001                 -8.7814187000900668E-001                  1.3239089861552106E-001                  7.1384993377128971E+000                  2.9874213890053979E+004                  1.7278710020446579E+000                  8.7807602531658105E+012 
                                     710                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.8064693644596247E+001                 -5.0064905831013817E-001                  3.1575551281108177E-001                  1.5653171872333797E-019                 -1.8805397646163840E+001                 -8.7814187000901744E-001                  1.3239089861551778E-001                  7.1384993377126058E+000                  2.9874203238001282E+004                  1.7278710766882086E+000                  8.7807602532082988E+012 
