                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20200731"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                            model_number                                 star_age                                star_mass                                   log_dt                                 log_Teff                              effective_T                               luminosity                                    log_L                                    log_R                                   radius                    surface_optical_depth                                 center_T                               center_Rho                                 center_P 
                                     715                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.8549243709636528E+001                 -4.5883192107738680E-001                  3.4767068953637359E-001                  2.3007577985505858E-019                 -1.8638129097232838E+001                 -8.7814187000901900E-001                  1.3239089861551728E-001                  7.1384993377124895E+000                  2.9874192586086217E+004                  1.7278711513308362E+000                  8.7807602532505684E+012 
                                     720                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.9033793774676809E+001                 -4.9640676040674625E-001                  3.1885500587168225E-001                  1.6276894382778064E-019                 -1.8788428454550292E+001                 -8.7814187000902666E-001                  1.3239089861551495E-001                  7.1384993377123021E+000                  2.9874181934309741E+004                  1.7278712259725142E+000                  8.7807602532923076E+012 
                                     725                  5.2093850288215629E-002                  6.5857983029049690E-004                 -4.9518343839717090E+001                 -4.6433884275064335E-001                  3.4329000362811746E-001                  2.1869719663233461E-019                 -1.8660156783925832E+001                 -8.7814187000900212E-001                  1.3239089861552245E-001                  7.1384993377130481E+000                  2.9874171282672010E+004                  1.7278713006133528E+000                  8.7807602533346406E+012 
                                     730                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.0002893904757372E+001                 -4.9022901569783295E-001                  3.2342306187476649E-001                  1.7229890772632528E-019                 -1.8763717475714671E+001                 -8.7814187000904220E-001                  1.3239089861551023E-001                  7.1384993377117931E+000                  2.9874160631173349E+004                  1.7278713752533230E+000                  8.7807602533772842E+012 
                                     735                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.0487443969797653E+001                 -4.6319361852847762E-001                  3.4419644581295533E-001                  2.2101620268874131E-019                 -1.8655575887037173E+001                 -8.7814187000900512E-001                  1.3239089861552153E-001                  7.1384993377129486E+000                  2.9874149979810994E+004                  1.7278714498922214E+000                  8.7807602534182441E+012 
                                     740                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.0971994034837934E+001                 -5.2959255201162936E-001                  2.9539793021690686E-001                  1.1990253883919953E-019                 -1.8921171620969695E+001                 -8.7814187000896193E-001                  1.3239089861553469E-001                  7.1384993377144292E+000                  2.9874139328587651E+004                  1.7278715245302210E+000                  8.7807602534592354E+012 
                                     745                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.1456544099878215E+001                 -4.4811235706628794E-001                  3.5635892727335566E-001                  2.5395055062058173E-019                 -1.8595250841188520E+001                 -8.7814187000905608E-001                  1.3239089861550599E-001                  7.1384993377112718E+000                  2.9874128677506345E+004                  1.7278715991676379E+000                  8.7807602535033770E+012 
                                     750                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.1941094164918496E+001                 -4.8420604868105960E-001                  3.2793966698689059E-001                  1.8212702449467197E-019                 -1.8739625607647604E+001                 -8.7814187000905608E-001                  1.3239089861550599E-001                  7.1384993377113339E+000                  2.9874118026559911E+004                  1.7278716738039122E+000                  8.7807602535450234E+012 
                                     755                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.2425644229958777E+001                 -4.4873082023913569E-001                  3.5585181049369230E-001                  2.5250809538693939E-019                 -1.8597724693879901E+001                 -8.7814187000905142E-001                  1.3239089861550740E-001                  7.1384993377114263E+000                  2.9874107375752224E+004                  1.7278717484392696E+000                  8.7807602535865127E+012 
                                     760                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.2910194294999066E+001                 -5.1859421246678061E-001                  3.0297429776190182E-001                  1.3268497202457692E-019                 -1.8877178262790331E+001                 -8.7814187000897737E-001                  1.3239089861552999E-001                  7.1384993377139239E+000                  2.9874096725082596E+004                  1.7278718230736954E+000                  8.7807602536277227E+012 
                                     765                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.3394744360039347E+001                 -4.5388462664611673E-001                  3.5165384741441130E-001                  2.4080199491241997E-019                 -1.8618339919507786E+001                 -8.7814187000903288E-001                  1.3239089861551306E-001                  7.1384993377120347E+000                  2.9874086074553517E+004                  1.7278718977074254E+000                  8.7807602536708662E+012 
                                     770                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.3879294425079628E+001                 -4.8473153654431772E-001                  3.2754310634165140E-001                  1.8124767359856710E-019                 -1.8741727559100632E+001                 -8.7814187000905286E-001                  1.3239089861550696E-001                  7.1384993377114370E+000                  2.9874075424162231E+004                  1.7278719723401079E+000                  8.7807602537126992E+012 
                                     775                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.4363844490119909E+001                 -4.4219971803084818E-001                  3.6124370010473517E-001                  2.6816353066835282E-019                 -1.8571600285046799E+001                 -8.7814187000907618E-001                  1.3239089861549988E-001                  7.1384993377106127E+000                  2.9874064773908787E+004                  1.7278720469718925E+000                  8.7807602537545010E+012 
                                     780                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.4848394555160191E+001                 -4.8438851816667222E-001                  3.2780191157925653E-001                  1.8182119777090456E-019                 -1.8740355485590051E+001                 -8.7814187000905441E-001                  1.3239089861550649E-001                  7.1384993377113881E+000                  2.9874054123794409E+004                  1.7278721216028237E+000                  8.7807602537967090E+012 
                                     785                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.5332944620200472E+001                 -4.5882264914713172E-001                  3.4767811217914346E-001                  2.3009542862116501E-019                 -1.8638092009511816E+001                 -8.7814187000901744E-001                  1.3239089861551778E-001                  7.1384993377125436E+000                  2.9874043473817506E+004                  1.7278721962327370E+000                  8.7807602538377930E+012 
                                     790                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.5817494685240753E+001                 -4.8643379852653851E-001                  3.2626178016369073E-001                  1.7842815836786697E-019                 -1.8748536607029507E+001                 -8.7814187000904986E-001                  1.3239089861550787E-001                  7.1384993377115373E+000                  2.9874032823980142E+004                  1.7278722708618954E+000                  8.7807602538802812E+012 
                                     795                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.6302044750281034E+001                 -4.4625656300515171E-001                  3.5788495118821084E-001                  2.5832850764647830E-019                 -1.8587827664943987E+001                 -8.7814187000906219E-001                  1.3239089861550413E-001                  7.1384993377110710E+000                  2.9874022174280199E+004                  1.7278723454900333E+000                  8.7807602539216152E+012 
                                     800                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.6786594815321315E+001                 -4.7673597610415586E-001                  3.3362917680631771E-001                  1.9509883795344384E-019                 -1.8709745317340026E+001                 -8.7814187000907451E-001                  1.3239089861550038E-001                  7.1384993377107300E+000                  2.9874011524721067E+004                  1.7278724201174893E+000                  8.7807602539650703E+012 
                                     805                  5.2093850288215629E-002                  6.5857983029049690E-004                 -5.7271144880361604E+001                 -4.5453966823828473E-001                  3.5112385157656661E-001                  2.3935357257916942E-019                 -1.8620960085876451E+001                 -8.7814187000902988E-001                  1.3239089861551398E-001                  7.1384993377121351E+000                  2.9874000875297657E+004                  1.7278724947438433E+000                  8.7807602540064980E+012 
